age,workclass,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_per_anum
44, Private,10, Divorced, Sales, Unmarried, White, Female,0,1408,46, United-States,0
33, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
41, Private,6, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
24, Private,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,39, United-States,0
23, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,3908,0,40, United-States,0
37, Private,5, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,30, El-Salvador,0
46, Private,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
54, Private,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States,0
39, Private,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,1
21, Private,9, Married-civ-spouse, Sales, Husband, Other, Male,0,0,35, United-States,0
28, Local-gov,9, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States,0
20, Private,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States,0
37, Private,11, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States,0
61, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States,0
25, Private,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,0
51, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States,0
34, Private,11, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
39, Self-emp-not-inc,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,1
42, State-gov,9, Separated, Adm-clerical, Unmarried, White, Male,0,0,39, United-States,0
48, Private,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
52, Private,9, Married-civ-spouse, Sales, Husband, Black, Male,0,2377,40, United-States,0
67, Private,7, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
49, Self-emp-not-inc,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,0
42, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0
57, Federal-gov,10, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
58, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
30, Private,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,36, United-States,0
44, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
18, Private,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
37, Private,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States,0
43, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
23, Private,13, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
31, Private,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
49, Private,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,42, United-States,0
36, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
35, Federal-gov,3, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico,0
36, Private,9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, South,0
30, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States,1
49, Local-gov,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0
43, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States,1
41, Private,15, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, Japan,1
60, Private,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
32, Self-emp-not-inc,13, Divorced, Prof-specialty, Other-relative, White, Male,0,0,35, United-States,1
61, Private,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1651,40, United-States,0
47, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
51, Private,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States,0
23, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
26, Private,10, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50, Hungary,0
47, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,1
47, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States,1
41, Private,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
41, Self-emp-inc,15, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,2415,55, United-States,1
30, Private,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
46, Private,3, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic,0
21, Private,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States,0
21, Private,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
31, Private,5, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
17, Private,6, Never-married, Sales, Own-child, White, Female,0,0,16, United-States,0
47, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
48, Private,3, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,35, Nicaragua,0
42, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
70, Private,9, Widowed, Prof-specialty, Not-in-family, White, Female,2009,0,40, United-States,0
31, Local-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
39, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
42, Local-gov,10, Divorced, Tech-support, Not-in-family, White, Female,3325,0,40, United-States,0
53, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico,0
47, Private,7, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States,0
36, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States,0
40, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
76, Self-emp-not-inc,4, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States,0
43, Private,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States,0
34, Private,12, Separated, Craft-repair, Not-in-family, White, Male,0,0,60, United-States,0
20, Private,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
37, Private,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,43, United-States,0
36, Private,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States,1
20, Private,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
41, Private,9, Separated, Other-service, Unmarried, White, Female,0,0,40, Mexico,0
38, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
43, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
51, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,47, United-States,1
23, Private,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Haiti,0
36, Local-gov,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
46, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
49, Federal-gov,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
21, Private,11, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
40, State-gov,14, Divorced, Exec-managerial, Unmarried, White, Female,1506,0,40, United-States,0
52, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
33, Private,6, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, England,0
39, Private,9, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,22, United-States,0
47, Private,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States,0
30, Private,13, Married-civ-spouse, Sales, Husband, White, Male,2407,0,40, United-States,0
54, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
29, Private,11, Divorced, Tech-support, Not-in-family, White, Female,2174,0,45, United-States,0
45, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,40, United-States,0
46, Private,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
39, Private,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States,0
21, State-gov,10, Never-married, Sales, Own-child, Black, Female,0,1602,12, United-States,0
56, Private,10, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States,0
43, State-gov,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
35, Private,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,1
23, Private,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,0
23, State-gov,10, Never-married, Protective-serv, Own-child, White, Male,0,0,60, United-States,0
27, Private,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
22, Private,9, Never-married, Other-service, Own-child, White, Female,0,0,36, United-States,0
51, Private,9, Married-spouse-absent, Sales, Not-in-family, Black, Female,0,0,38, United-States,0
36, Self-emp-not-inc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States,0
29, Private,8, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0
41, Private,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,0
19, State-gov,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,12, United-States,0
19, Private,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States,0
37, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
49, Local-gov,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
50, Private,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States,1
38, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
35, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
41, Local-gov,13, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States,0
45, Private,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
45, Local-gov,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,0
29, Private,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
59, Private,9, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0
25, Private,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,1
23, Private,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,33, United-States,0
24, Private,6, Never-married, Other-service, Other-relative, White, Male,0,0,30, Mexico,0
71, Private,14, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States,0
39, Private,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States,0
54, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,48, United-States,0
37, Private,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3464,0,40, United-States,0
42, Private,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,1
59, Self-emp-inc,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
57, Private,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
29, Private,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, Scotland,0
37, Private,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
49, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
37, Private,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,1
61, Self-emp-not-inc,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
53, Private,6, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Columbia,0
53, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador,0
23, Private,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
30, Private,9, Never-married, Sales, Not-in-family, White, Female,0,1980,40, United-States,0
29, Self-emp-not-inc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,90, United-States,0
36, Private,13, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
55, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
51, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
40, Self-emp-not-inc,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0
39, Self-emp-not-inc,13, Separated, Craft-repair, Own-child, White, Male,0,0,35, United-States,0
54, Private,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
22, Private,9, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States,0
70, Self-emp-not-inc,9, Widowed, Other-service, Other-relative, White, Female,2329,0,20, United-States,0
30, Private,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,45, United-States,0
50, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,0
49, Private,10, Divorced, Exec-managerial, Not-in-family, White, Male,14344,0,45, United-States,1
56, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico,0
43, Local-gov,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
47, Private,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States,0
60, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States,0
38, Private,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States,0
43, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,0
35, Private,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
57, Private,4, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,0
74, Private,5, Widowed, Craft-repair, Not-in-family, White, Male,0,0,10, United-States,0
31, State-gov,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
25, Local-gov,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0
